Date,Title,Brief,Link
" February 24, 2022  2:31:58 pm","Retail investors, MFs cushion FPI exit impact, raise holdings to record high","As a result, the value of retail holding in listed companies touched an all-time high of Rs 18.98 lakh crore from Rs 18.16 lakh crore in September 2021, an increase of 4.54 per cent.",https://indianexpress.com/article/business/economy/retail-investors-mfs-cushion-fpi-exit-impact-raise-holdings-to-record-high-7760268/
" February 6, 2022  7:07:36 am",Budget a continuity of 2021 policies…capex push to lead lasting revival: FM,Nirmala Sitharaman was responding to a specific query from Bajaj Finserv CMD Sanjiv Bajaj regarding the timeline for privatisation of two-state owned banks and one general insurance company.,https://indianexpress.com/article/business/economy/budget-a-continuity-of-2021-policies-capex-push-to-lead-lasting-revival-fm-7758861/
"January 31, 2022 12:53:08 am",Budget should bring more PLI rates to boost job creation: CII,The CII has suggested that employment-intensive sectors such as leather and food processing could be provided an incentive scheme to attract investments and create employment. ,https://indianexpress.com/article/business/economy/budget-should-bring-more-pli-rates-to-boost-job-creation-cii-7748939/
"January 29, 2022 3:45:52 am",Accommodative policy has served us well: RBI Deputy Governor,"🔴 Addressing the C D Deshmukh Memorial Lecture organised by the Council for Social Development, Hyderabad, Michael D Patra said the Reserve Bank is committed to to revive and sustain growth on a durable basis",https://indianexpress.com/article/business/economy/accommodative-policy-served-well-rbi-deputy-guv-7746558/
" January 27, 2022  7:53:11 am",US yields drift higher after Fed flags rate hike,"🔴 The Fed, however, did not set a specific date for raising interest rates, although federal funds futures have fully priced in a quarter-point tightening for the Fed's March meeting, and another three hikes for 2022.",https://indianexpress.com/article/business/economy/us-yields-drift-higher-after-fed-flags-rate-hike-7743361/
" January 26, 2022  9:25:57 am","Amid bilateral chill, India-China trade marks record surge in 2021","India’s exports to China also grew to a record high of $28.1 billion in 2021, up 34.9 per cent from $20.9 billion in 2020. Exports to China in 2021 were 56.5 per cent higher than in 2019.",https://indianexpress.com/article/business/economy/amid-bilateral-chill-india-china-trade-marks-record-surge-in-2021-7741805/
" January 25, 2022  1:15:45 pm",Indian economy has recovered ‘handsomely’ from pandemic-induced,"While an advanced estimate by the Ministry of Statistics & Programme Implementation (MoSPI) places India's GDP growth in 2021-22, at 9.2 per cent, Panagariya said this is higher than any other country this past year and the recovery has also been across-the-board.",https://indianexpress.com/article/business/economy/indian-economy-has-recovered-handsomely-from-pandemic-induced-7740540/
"January 25, 2022 3:58:11 am","Address governance issues ahead of board meet, Sebi tells PFS","In an exchange filing, PFS said, “We would like to mention that a meeting of the board of directors was scheduled to be held on January 22. However, as the company did not have quorum in compliance of SEBI (LODR) Regulations, 2015, the same could not be held.”",https://indianexpress.com/article/business/economy/address-governance-issues-ahead-of-board-meet-sebi-tells-pfs-7740013/
"January 25, 2022 3:56:09 am","Growth, competition in focus: Swiggy, Ola arm pick up funds","Swiggy, which has recently also ventured into the grocery delivery segment, raised $700 million in a round led by US-based investment fund Invesco.",https://indianexpress.com/article/business/economy/growth-competition-in-focus-swiggy-ola-arm-pick-up-funds-7740006/
"January 25, 2022 3:46:21 am",Charging up electronic goods exports: Target $120 bn by FY26,"Speaking at the launch of the second volume of the road-map, IT Minister Ashwini Vaishnaw said for achieving the target, the government would work as a unit and not in silos as had been the norm in the past. ",https://indianexpress.com/article/business/economy/charging-up-electronic-goods-exports-target-120-bn-by-fy26-7740004/
"January 20, 2022 11:29:12 am",FDI flows to India slip 26% in 2021: UN report,"The report said developed economies saw the biggest rise by far, with FDI reaching an estimated USD 777 billion in 2021 - three times the exceptionally low level in 2020.",https://indianexpress.com/article/business/economy/fdi-flows-to-india-slip-26-pc-in-2021-un-report-7732949/
"January 20, 2022 3:33:21 am",Finance Ministry to Ministries: Curb spends within RE,"🔴 The proposal for Supplementary Demands for Grants may be projected after a thorough and objective assessment of additional requirements of funds, it said.",https://indianexpress.com/article/business/economy/finmin-ministries-curb-spends-within-re-7732505/
" January 19, 2022  4:45:35 pm","Cabinet approves Rs 1,500 crore infusion in IREDA to boost renewable energy financing","This will enable Indian Renewable Energy Development Agency (IREDA) to lend Rs 12,000 crore to the renewable energy sector, Union Minister Anurag Thakur said.",https://indianexpress.com/article/business/economy/cabinet-decisions-january-19-key-announcements-anurag-thakur-rs-1500-crore-infusion-ireda-7731688/
" January 19, 2022  8:08:24 am","Budget, inflation focal points: Yields surge 22 bps in 1 month","Uttar Pradesh, West Bengal and Bihar opted for auction of 10-year paper. UP’s 10-year yield shot up to 7.24 per cent from 7.15 per cent last week, while Bengal’s 10-year yield was up at 7.23 per cent compared with 7.14 per cent (last auctioned on January 4, 2022).",https://indianexpress.com/article/business/economy/budget-inflation-focal-points-yields-surge-22-bps-in-1-month-7730658/
"January 19, 2022 3:00:41 am",‘20 states express interest to avail extra borrowing’,"The Ministry of Finance had launched a programme in June last year to allow additional borrowing space of Rs 80,000 crore to states, which is conditional on them undertaking and sustaining specific reforms in the power sector. ",https://indianexpress.com/article/business/economy/20-states-express-interest-to-avail-extra-borrowing-7730669/
" January 19, 2022  1:30:51 am","Citing Supreme Court order, govt slams Congress, UPA on Antrix-Devas ‘fraud’ deal","Addressing the media, Union Finance Minister Nirmala Sitharaman hailed the Supreme Court decision as very comprehensive and hit out at the UPA government for the Antrix-Devas deal.",https://indianexpress.com/article/business/economy/fm-nirmala-sitharaman-press-conference-important-economic-issue-antrix-devas-issue-7729714/
"January 18, 2022 3:00:03 am",Omicron a ‘flash flood than a wave’; demand resilient: RBI,"Mobility indicators exhibited a sequential moderation in January. Google mobility indices dropped below the baseline numbers for retail and recreation activities and around workplaces as offices made a quick transition to work from home protocols (up to January 8, 2022).",https://indianexpress.com/article/business/economy/omicron-a-flash-flood-than-a-wave-demand-resilient-rbi-7728647/
" January 12, 2022  8:04:25 am","To run economy engine at full power, Budget to focus on infra, raise capex","Projects in roads and railways sectors and Nal se Jal scheme are expected to receive funding boost as the government targets to increase capex spending by around 30 per cent next year, government officials said.",https://indianexpress.com/article/business/economy/to-run-economy-engine-at-full-power-budget-to-focus-on-infra-raise-capex-7718384/
"January 12, 2022 4:00:48 am","India, Korea agree to ‘impart fresh momentum’ to bilateral trade pact","Commerce and industry Minister Piyush Goyal met with Yeo Han-Koo, Minister for Trade, Republic of Korea, on Tuesday for discussions on trade and investments between the two countries.",https://indianexpress.com/article/business/economy/india-korea-agree-to-impart-fresh-momentum-to-bilateral-trade-pact-7718379/
"January 12, 2022 4:00:43 am",Winding up order: Madras HC dismisses SpiceJet plea,"A division bench of Justice Paresh Upadhyay and Justice Sathi Kumar Sukumara Kurup extended the suspension of the order till January 28, to enable the airline to move a further appeal before the Supreme Court.",https://indianexpress.com/article/business/economy/winding-up-order-madras-hc-dismisses-spicejet-plea-7718369/
" January 11, 2022  10:26:34 pm",Urjit Patel appointed as vice president of AIIB; replaces ex-bureaucrat from Gujarat,"The appointment of Patel will be effective from February 1, AIIB said in a statement.",https://indianexpress.com/article/business/economy/urjit-patel-appointed-as-vice-president-of-aiib-replaces-ex-bureaucrat-from-gujarat-7718234/
" January 11, 2022  5:17:56 pm","Gloomy outlook for global recovery, World Economic Forum survey finds","🔴 Climate change was seen as the number one danger by respondents in the WEF's annual risks report on Tuesday, while erosion of social cohesion, livelihood crises and mental health deterioration were identified as risks which had increased the most since the start of the COVID-19 pandemic.",https://indianexpress.com/article/business/economy/gloomy-outlook-for-global-recovery-world-economic-forum-survey-finds-7717851/
"January 11, 2022 4:46:54 pm",Indian economy to see 9.5% growth this fiscal: former CEA Arvind Virmani,"🔴 According to the recent government data, the Indian economy is estimated to grow at 9.2 pc in 2021-22, as against 7.3 pc contraction in 2020-21.",https://indianexpress.com/article/business/economy/indian-economy-to-see-9-5-pc-growth-this-fiscal-former-chief-economic-adviser-arvind-virmani-7717547/
"January 11, 2022 1:07:16 am","Equity schemes get `25,000 crore in December, SIP inflows at record high","According to data from the Association of Mutual Funds of India (AMFI), equity schemes received Rs 11,614 crore in November and Rs 5,214 crore in October. ",https://indianexpress.com/article/business/economy/equity-schemes-get-25000-crore-in-december-sip-inflows-at-record-high-7716808/
"January 9, 2022 3:59:27 am","With expenditure lagging, Centre likely to use additional fiscal space to rein in deficit",🔴 Nominal GDP estimate of 17.6 pre cent leaves space of around Rs 65K crore,https://indianexpress.com/article/business/economy/centre-likely-additional-fiscal-space-rein-deficit-7713772/
" January 8, 2022  7:37:46 am","Economy to grow 9.2%, recoup Covid year losses",🔴  The NSO estimate for the current financial year is a tad lower than the RBI’s GDP projection in its December 2021 policy review.,https://indianexpress.com/article/business/economy/india-fy22-gdp-first-advance-estimate-gross-domestic-product-nso-mospi-data-7711032/
"January 7, 2022 4:34:34 pm",India to overtake Japan as Asia’s second largest economy by 2030: Report,"Currently, India is the sixth-largest economy in the world, behind the US, China, Japan, Germany and the United Kingdom.",https://indianexpress.com/article/business/economy/india-to-overtake-japan-as-asias-second-largest-economy-by-2030-ihs-markit-report-7711460/
"January 7, 2022 1:27:49 am",‘Omicron hit on GDP to be not over 5-10 bps’,The DPIIT also announced it has restarted monitoring delivery of essential commodities as states have started imposing restrictions on movement of people and goods to limt the spread of Covid.,https://indianexpress.com/article/business/economy/omicron-hit-on-gdp-to-be-not-over-5-10-bps-7710562/
" January 7, 2022  1:29:54 am","Cabinet approves Rs 12,000 crore for second phase of Green Energy Corridor","The estimated cost of the scheme is Rs 12,031 crore, and 33 per cent of the project cost — around Rs 3,970.3 crore — will be met as central financial assistance.",https://indianexpress.com/article/business/economy/cabinet-approves-rs-12000-crore-second-phase-green-energy-corridor-7709981/
"January 5, 2022 3:00:33 am","Transactions sans net, cash: Digital adoption in focus","Offline transactions are subject to a limit of Rs 200 per transaction and an overall limit of Rs 2,000 for all transactions until balance in the account is replenished.",https://indianexpress.com/article/business/economy/transactions-sans-net-cash-digital-adoption-in-focus-7706647/
"January 5, 2022 3:00:29 am","In booster shot to infra projects, Irdai paves way for surety bonds","The Insurance Regulatory and Development Authority of India (Irdai) has unveiled the final guidelines, facilitating the launch of various types of surety bonds in the country.",https://indianexpress.com/article/business/economy/in-booster-shot-to-infra-projects-irdai-paves-way-for-surety-bonds-7706621/
"January 4, 2022 4:41:58 pm",Rising Omicron cases can impact growth by 0.3% in March quarter: Report,"The economists said they were earlier estimating Q4 growth to come at 6.1 per cent, which can get impacted by 0.2-0.3 per cent because of the Omicron threat.",https://indianexpress.com/article/business/economy/rising-omicron-cases-can-impact-growth-by-0-3-in-march-quarter-hdfc-bank-report-7705300/
" December 31, 2021  6:31:09 am",Yet to determine tax liabilities of raided perfume trader: DGGI,"Citing some reports which stated that the department is treating the Rs 197.49-crore cash recovered from Jain as business turnover and a fourth of it being allowed to be deposited as tax, DGGI called such reports ""purely speculative"". ",https://indianexpress.com/article/business/economy/yet-to-determine-tax-liabilities-of-raided-perfume-trader-dggi-7698939/
" December 31, 2021  7:45:50 am","In meet with FM, states push for GST compensation extension by 5 years","Under GST, states were guaranteed compensation at the compounded rate of 14 per cent from the base year 2015-16 for losses arising due to implementation of the taxation regime for five years since its rollout. The compensation regime will end in June.",https://indianexpress.com/article/business/economy/fm-nirmala-sitharaman-meet-gst-compensation-extension-7698785/
" December 30, 2021  7:54:18 am","RBI red flags signs of stress in MSMEs, bad loans likely to rise","NPAs to advances ratio declined from 8.2 per cent at end-March 2020 to 7.3 per cent at end-March 2021, and further to 6.9 per cent at end-September 2021.
",https://indianexpress.com/article/business/economy/rbi-shaktikanta-das-msme-stress-bad-loans-7697219/
"December 30, 2021 4:15:26 am","GST Council meet on Friday: Textile rate, duty structure may be key issues","The meeting, to be chaired by Union Finance Minister Nirmala Sitharaman, will be held a day after the pre-Budget consultations with state finance ministers on Thursday.",https://indianexpress.com/article/business/economy/gst-council-meet-textile-rate-duty-structure-nirmala-sitharaman-7697226/
"December 30, 2021 4:06:30 am",Feb 2022 deadline for FY20 ITR e-verification,"Additionally, the CBDT notified the ‘Faceless Appeal Scheme, 2021’ to bring in changes to the existing faceless appeal scheme, easing the process for taxpayers seeking personal hearing via video conference while appealing against a tax demand by the department.  
",https://indianexpress.com/article/business/economy/feb-2022-deadline-for-fy20-itr-e-verification-7697239/
"December 28, 2021 4:17:48 am","At 75, rupee hits nearly 4-week high","The Sensex rose nearly 296 points, or 0.52 per cent, to reach 57,420.24 following gains in IT, financials and pharma stocks amid a largely positive trend in global markets.",https://indianexpress.com/article/business/economy/at-75-rupee-hits-nearly-4-week-high-7693823/
" December 28, 2021  6:25:22 am","FY21 cyclone, flood claims: Less than a third settled, most caused by Amphan","As many as 3,428 claims for Rs 1,705 crore are still pending before insurers, according to the Annual Report of the Insurance Regulatory and Development Authority of India (Irdai).",https://indianexpress.com/article/business/economy/fy21-cyclone-flood-claims-less-than-a-third-settled-most-caused-by-amphan-7693819/
"December 28, 2021 2:28:35 am","As Centre prioritises thermal plant stocks, non-power sectors’ coal supply to stay low","Non-power sector consumers of coal such as aluminium, steel and cement producers have raised the issue of low coal supplies from Coal India Ltd (CIL) as a result of the Central government’s move to prioritise supply for thermal power plants since July.",https://indianexpress.com/article/business/economy/as-centre-prioritises-thermal-plant-stocks-non-power-sectors-coal-supply-to-stay-low-7693821/
"December 27, 2021 12:28:47 am","At 20%, CPSEs’ capex pace strong, yet below target","Capex by these state-run entities, each with annual investment budget of over Rs 500 crore, was 52 per cent of their aggregate capital expenditure target of Rs 5.96 lakh crore for FY22 in April-November period. ",https://indianexpress.com/article/business/economy/at-20-cpses-capex-pace-strong-yet-below-target-7691747/
" December 27, 2021  7:18:38 am","Depending upon how many cos sign up, we will launch Prime index: NSE CEO","Vikram Limaye, MD and CEO, NSE, told Sandeep Singh that while Prime will provide investors with a universe of companies that is identified with higher governance standards, the companies will benefit from brand reputation and potentially a premium on valuation. ",https://indianexpress.com/article/business/economy/depending-upon-how-many-cos-sign-up-we-will-launch-prime-index-7691740/
" December 27, 2021  12:15:07 am","Amid Covid worries, insurance net spread further, both life and health","Amid the mass anxiety due to illness and deaths, penetration of the life insurance sector rose from 2.82 per cent in 2019-20 to 3.20 per cent in 2020-21.",https://indianexpress.com/article/business/economy/amid-covid-worries-insurance-net-spread-further-both-life-and-health-7691736/
" December 26, 2021  5:47:35 am","GM, Google, Meta etc also not in attendance Microsoft among cos to cancel in-person presence at CES","The US software giant added that it will continue to participate at CES remotely, according to an emailed statement.",https://indianexpress.com/article/business/economy/gm-google-meta-etc-also-not-in-attendance-microsoft-among-cos-to-cancel-in-person-presence-at-ces-7690637/
"December 24, 2021 5:38:32 pm",BofA expects 8.2% GDP growth next fiscal with more downside risks,"The biggest risk to the projection is a derailed consumption demand that has been the main growth driver in the past many years, said the Bank of America Securities India house economists who still believe that consumption demand will remain the key driver of growth next fiscal as well.",https://indianexpress.com/article/business/economy/bofa-expects-8-2-per-cent-gdp-growth-next-fiscal-with-more-downside-risks-7688678/
" December 23, 2021  7:53:35 am","Merchants to RBI: Not prepared, extend tokenisation deadline","🔴 If implemented in the present state of readiness, the new RBI mandate could cause major disruptions and loss of revenue, especially for merchants, they said in a letter to the RBI.",https://indianexpress.com/article/business/economy/rbi-tokenisation-deadline-merchants-7686073/
"December 23, 2021 3:11:23 am","Pre-Budget meet: Focus on growth, reforms, say economists","In a pre-Budget consultation meeting with Finance Minister Nirmala Sitharaman, some economists impressed upon the government not to unduly worry about the fiscal trajectory for FY23. The customary pre-Budget meetings were held with the FM virtually between December 15 and December 22. 
",https://indianexpress.com/article/business/economy/pre-budget-meet-nirmala-sitharaman-7686078/
"December 17, 2021 3:14:45 am",Fin sector players hold virtual meet with FM Nirmala Sitharaman,"Sustained credit flow to critical sectors of the economy, structured development of the corporate bond market and need for parity between banks and shadow lenders in certain tax provisions, too, featured in the consultation meeting. 
",https://indianexpress.com/article/business/economy/finance-sector-nirmala-sitharaman-meeting-7676780/
" December 16, 2021  7:16:26 am","State of the economy report: Outlook remains upbeat, says RBI","🔴 For the Indian economy, the recovery is spearheaded by an uptick in private investment through November-December alongside a turnaround in bank credit offtake and high capex from the government sector (Centre and states), it said.",https://indianexpress.com/article/business/economy/omicron-indian-economy-rbi-7675168/
"December 16, 2021 3:14:14 am","Need for deliberation, legal formalities may delay crypto, PDP Bills","The Cryptocurrency and Regulation of Official Digital Currency Bill, 2021, that aims to prohibit private cryptocurrencies with some exemptions, is likely to see some changes in line with the evolving global framework and issues related to aspects of taxation and safeguards for consumers, according to the sources. ",https://indianexpress.com/article/business/economy/cryptocurrencies-regulation-pdp-bill-parliament-finance-ministry-7675166/
" December 16, 2021  7:11:25 am","Cabinet Decisions: Chip, display units: Nod to Rs 76K-cr scheme","🔴 The policy, apart from giving incentives for setting up of plants to manufacture high quality semiconductors, also plans to enable over the next decade training of 85,000-1,00,000 engineers and technicians who can work in these plants, Electronics and IT Ministry officials said.
",https://indianexpress.com/article/business/economy/cabinet-decisions-december-15-key-announcements-pli-semiconductor-scheme-7674001/
" December 15, 2021  5:20:41 am",WPI inflation at double-digit level for 8th straight month,India's WPI Inflation November 2021: This is the highest level of wholesale inflation in the 2011-12 series and eighth consecutive month in which it has stayed at a double-digit level.,https://indianexpress.com/article/business/economy/india-wpi-wholesale-inflation-november-2021-commerce-ministry-data-7672046/
"December 14, 2021 4:26:54 am","41,177 posts vacant at state-run banks: FM","There are over 8,05,986 sanctioned positions at public sector banks (PSBs). Among the banks, State Bank of India (SBI) had the maximum number of vacant posts at 8,544, as per official data.",https://indianexpress.com/article/business/economy/posts-vacant-at-state-run-banks-fm-7671506/
"December 14, 2021 3:35:40 am",For the week ended December 12: ‘Urban jobless rate at double-digit level’,"Urban unemployment rate spiked to double-digit rate for the first time in 17 weeks, to reach 10.09 per cent for the week-ended December 12, pushing the country’s overall joblessness rate to a nine-week high of 8.53 per cent, according to the Centre for Monitoring Indian Economy (CMIE).",https://indianexpress.com/article/business/economy/for-the-week-ended-december-12-urban-jobless-rate-at-double-digit-level-7671512/
"December 14, 2021 3:21:27 am",Pollution norms nod: HMD Healthcare restarts syringe output,"The company’s units, along with 228 other factories in Faridabad, were issued a voluntary closure notice citing breach of pollution control norms.",https://indianexpress.com/article/business/economy/pollution-norms-nod-hmd-healthcare-restarts-syringe-output-7671503/
"December 14, 2021 3:14:15 am","UAE early harvest deal next month, says Goyal",The deal is expected to liberalise tariffs on the trade of certain goods between the two countries before a comprehensive free trade agreement (FTA) is concluded later in 2022.,https://indianexpress.com/article/business/economy/uae-early-harvest-deal-next-month-says-goyal-7671495/
"December 14, 2021 3:08:34 am","LIC launches new plan, Dhan Rekha",It said the plan provides a percentage of the basic sum assured as survival benefit at regular intervals starting from end of premium paying term provided policy is in force.,https://indianexpress.com/article/business/economy/lic-launches-new-plan-dhan-rekha-7671498/
" December 14, 2021  1:03:11 am",November inflation rises to 4.91% despite cut in levies on fuel,The inflation print for November is lower than 6.93 per cent in November 2020 and within the 4+/-2 per cent target range of the Reserve Bank of India (RBI).,https://indianexpress.com/article/business/economy/india-november-2021-cpi-consumer-price-index-retail-inflation-mospi-government-data-7670685/
"December 12, 2021 4:00:53 am",Committed to achieve universalisation of social security: Bhupender Yadav,"Labour Minister Bhupender Yadav's comments came at a tripartite conference organised by the International Labour Organization (ILO) in collaboration with the Ministry of Labour & Employment on Friday.
",https://indianexpress.com/article/business/economy/bhupender-yadav-e-shram-portal-7668347/
" December 12, 2021  12:22:19 pm",Three names in the fray for next Chief Economic Adviser,"Two women candidates — Pami Dua, Professor, Delhi School of Economics, and Poonam Gupta, Director General, National Council of Applied Economic Research (NCAER) — along with Principal Economic Adviser Sanjeev Sanyal have been shortlisted by the government for the position, sources said.
",https://indianexpress.com/article/business/economy/chief-economic-adviser-candidates-7668342/
"December 12, 2021 4:00:30 am","High efficiency, low losses: Under UDAY, pvt discoms improved over state utilities","The Centre had launched UDAY in FY16 to improve the financial stability and operational performance of discoms, which have traditionally been the weak link in India’s power sector.
",https://indianexpress.com/article/business/economy/high-efficiency-low-losses-uday-pvt-discoms-improved-7668349/
"December 12, 2021 4:00:16 am",Growth to gain further traction in remaining quarters: Finance Ministry,"The strong recovery is evident from 19 of 22 high-frequency indicators in September, October and November, as they crossed the pre-Covid (the corresponding months of FY20) levels, the ministry said in its Monthly Economic Review for November.",https://indianexpress.com/article/business/economy/gdp-growth-pandemic-finance-ministry-7668340/
"December 9, 2021 4:30:42 am","Sensex jumps 1.7% on RBI stance, global sentiments","With fears over Omicron variant slowly receding, the BSE Sensex shot up by 1,016 points, or 1.76 per cent, to 58,649.68 and the NSE Nifty jumped 293 points at 17,469.75.",https://indianexpress.com/article/business/economy/sensex-jumps-1-7-on-rbi-stance-global-sentiments-7663181/
" December 9, 2021  8:06:25 am",UPI-based products for feature phones soon,"This is being done as part of steps to further deepen digital payments and make them more inclusive, ease transactions for consumers, facilitate greater participation of retail customers in various segments of financial markets and enhance the capacity of service providers, the RBI said.
",https://indianexpress.com/article/business/economy/upi-based-products-for-feature-phones-soon-7663184/
"December 9, 2021 4:14:18 am",Das: Our motto is to ensure soft landing that is well timed,"“Our motto is to ensure a soft landing that is well timed,” Das said after unveiling the bimonthly monetary policy.
",https://indianexpress.com/article/business/economy/das-our-motto-is-to-ensure-soft-landing-that-is-well-timed-7663175/
" December 9, 2021  4:35:08 am","‘Recovery turning broad-based, warrants continued support’","All members of the MPC voted to keep the repo rate, the key policy rate of the Reserve Bank of India (RBI) or the rate at which it lends to banks, unchanged at 4 per cent while one member, Jayanth Varma, dissented on retaining the accommodative policy stance.",https://indianexpress.com/article/business/economy/recovery-turning-broad-based-warrants-continued-support-7663171/
"December 9, 2021 4:02:19 am","Covid terms top Google’s ‘near me’, ‘how to’ searches","Similarly, in the ‘How to’ category, the top five search queries were: ‘How to register for Covid vaccine’, ‘How to download vaccination certificate’, ‘How to increase oxygen level’, ‘How to link PAN with AADHAAR, and ‘How to make oxygen at home’.
",https://indianexpress.com/article/business/economy/covid-terms-top-googles-near-me-how-to-searches-7663163/
"December 8, 2021 3:35:50 pm",Fitch cuts India GDP forecast for FY22 to 8.4%,"Fitch, which had previously forecast a GDP growth of 8.7 per cent in 2021-22 (April 2021 to March 2022), however, raised the economic growth projection for the next financial year (FY23) to 10.3 per cent from previously forecast 10 per cent.",https://indianexpress.com/article/business/economy/fitch-cuts-india-gdp-forecast-for-fy22-to-8-4-per-cent-7662405/
" December 8, 2021  12:24:24 pm",RBI Monetary Policy: Repo rate unchanged at 4% for the 9th consecutive time,"RBI Monetary Policy Meeting 2021 announcements: The six-member Monetary Policy Committee (MPC) headed by Reserve Bank of India (RBI) Governor Shaktikanta Das kept the repo rate unchanged at 4 per cent, while the reverse repo rate also was kept unchanged at 3.35 per cent. Here's what the Indian central bank chief announced.",https://indianexpress.com/article/business/economy/rbi-reserve-bank-of-india-monetary-policy-committee-december-2021-meeting-outcome-key-announcements-repo-rate-crr-covid-omicron-economy-gdp-7661803/
"December 6, 2021 4:01:23 am",RBI likely to stick to gradual exit from  ultra-accommodative stance: Experts,🔴 The near-term retail inflation is likely to remain within the MPC target band of 4 to 6 per cent. The MPC is scheduled to unveil the bimonthly policy on December 8.,https://indianexpress.com/article/business/economy/rbi-likely-gradual-exit-accommodative-stance-experts-7657843/
"December 5, 2021 3:56:50 pm",Footwear retailer Metro Brands IPO to open on December 10,The initial share-sale comprises fresh issuance of equity shares worth Rs 295 crore and an offer for sale of 2.14 crore equity shares by promoters and other shareholders.,https://indianexpress.com/article/business/economy/footwear-retailer-metro-brands-ipo-to-open-on-dec-10-7657296/
" December 3, 2021  2:36:14 pm",India’s services sector activity in Nov registers second-fastest pace of growth since July 2011: Survey,"The seasonally adjusted India Services Business Activity Index was at 58.1 in November, fractionally down from 58.4 in October. The November figure points to the second-fastest rise in output since July 2011.",https://indianexpress.com/article/business/economy/indias-services-sector-activity-in-nov-registers-second-fastest-pace-of-growth-since-july-2011-survey-7654003/
" December 3, 2021  10:55:39 am",Mobile payments exceeded ATM cash withdrawals for the first time last year: PM Modi,"Prime Minister Narendra Modi inaugurated the InFinity Forum, a thought leadership Forum on FinTech.",https://indianexpress.com/article/business/economy/pm-narendra-modi-inaugurates-infinity-forum-international-financial-services-centres-authority-ifsca-key-announcements-7653646/
" December 2, 2021  12:16:14 am","GST mop up in November at Rs 1.31 lakh crore, second highest since rollout","The GST revenues for the month of November 2021, are 25 per cent higher than November 2020, and 27 per cent higher over November 2019.",https://indianexpress.com/article/business/economy/gst-mop-up-in-november-at-rs-1-31-lakh-crore-second-highest-since-rollout-7650308/
" December 1, 2021  7:13:30 am","Riding consumption and farm uptick, economy grows at 8.4% in second quarter","In the last quarter (April-June), the economy saw record growth of 20.1 per cent compared with the corresponding period last year, when a national lockdown due to the Covid-19 pandemic had nearly halted all economic activities.",https://indianexpress.com/article/business/economy/india-gdp-q2-results-covid-economy-7648981/
"November 30, 2021 3:45:25 pm",Centre committed to compensate states for 5 yrs for revenue loss due to GST roll out: Nirmala Sitharaman,"Sitharaman was replying to a question on whether the government is aware of the fact that the projected 14 per cent growth rate of revenue is not attained by any state and, if so, whether the government intends to provide the GST compensation after 2022.",https://indianexpress.com/article/business/economy/state-gst-compensation-nirmala-sitharaman-7648944/
"November 29, 2021 3:45:53 am",Cross border insolvency: UN model allows automatic recognition of foreign rulings,Cross border insolvency proceedings are relevant for the resolution of distressed companies with assets and liabilities across multiple jurisdictions.,https://indianexpress.com/article/business/economy/cross-border-insolvency-un-model-automatic-recognition-foreign-rulings-7646416/
"November 27, 2021 4:26:22 am","RBI accepts most of panel proposals, silent on corporate foray into banking","The central bank has opted neither to accept nor reject the proposal of an Internal Working Group (IWG) of the RBI that large corporate houses should be allowed as promoters of banks “only after necessary amendments” to the Banking Regulations Act, 1949.",https://indianexpress.com/article/business/economy/rbi-accepts-most-of-panel-proposals-silent-on-corporate-foray-into-banking-7643745/
"November 27, 2021 3:59:38 am","Wave of fear hits markets worldwide, Sensex dives second time this week",🔴 The fall in markets was also driven by anxiety that the US central bank may wrap up its stimulus programme and raise interest rates sooner than expected in the wake of rising inflation.,https://indianexpress.com/article/business/economy/covid-new-variant-sensex-global-markets-7643688/
" November 27, 2021  10:09:15 am","DoT asks Elon Musk’s Starlink to stop bookings, says ‘not a licencee’","In a press release late on Friday, the DoT said that Starlink Internet Services, a division of SpaceX, was not “licensed to offer satellite-based internet services in India being advertised to the public”.",https://indianexpress.com/article/business/economy/dot-asks-starlink-to-stop-bookings-says-not-a-licencee-7643649/
"November 26, 2021 1:39:25 am","FM Nirmala Sitharaman pushes for faster cargo release, refunds",The FM was accompanied by Revenue Secretary Tarun Bajaj and CBIC Chairman M Ajith Kumar on the day-long visit to Nhava Sheva.,https://indianexpress.com/article/business/economy/fm-nirmala-sitharaman-pushes-for-faster-cargo-release-refunds-7641750/
" November 24, 2021  2:28:37 am",GST GoM meet on Nov 27: Rate tweak plan worries some states,"This comes in the backdrop of states citing concerns about the inflationary impact of any such major rate hikes, especially in the aftermath of the pandemic.",https://indianexpress.com/article/business/economy/gst-gom-meet-on-nov-27-rate-tweak-plan-worries-some-states-7638156/
"November 22, 2021 6:27:21 pm",India’s GDP likely to grow 8.1% in Q2 FY22: SBI report,The average GDP growth of 28 selected economies has decelerated to 4.5 per cent in Q3 (2021) as against 12.1 per cent.,https://indianexpress.com/article/business/economy/india-gdp-q2-fy22-sbi-report-7635881/
"November 22, 2021 2:32:07 am",Importer-exporter codes not updated after Jan 2014 to  be deactivated,The Importer-Exporter Code (IEC) is a key business identification number that is mandatory for exports or imports. No person shall make any import or export except under an IEC number granted by the DGFT.,https://indianexpress.com/article/business/economy/importer-exporter-codes-not-updated-after-jan-2014-to-be-deactivated-7634618/
